Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
"CHT","Chunghwa Telecom Co., Ltd.","34.04","$26.41B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cht",
"CHD","Church & Dwight Company, Inc.","44.45","$11.11B","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/chd",
"CHDN","Churchill Downs, Incorporated","213.75","$3.29B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/chdn",
"CHUY","Chuy&#39;s Holdings, Inc.","22.05","$372.77M","2012","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/chuy",
"CDTX","Cidara Therapeutics, Inc.","7.95","$134.19M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cdtx",
"CIEN","Ciena Corporation","20.49","$2.92B","1997","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cien",
"CI","Cigna Corporation","200.5","$50.48B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/ci",
"CMCT","CIM Commercial Trust Corporation","17.1","$989.68M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cmct",
"XEC","Cimarex Energy Co","125.34","$11.94B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/xec",
"CMPR","Cimpress N.V","118.97","$3.69B","n/a","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/cmpr",
"CBB","Cincinnati Bell Inc","19.4","$818.2M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cbb",
"CBB^B","Cincinnati Bell Inc","50.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cbb^b",
"CINF","Cincinnati Financial Corporation","72.7","$11.93B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/cinf",
"CIDM","Cinedigm Corp","1.33","$18.16M","n/a","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/cidm",
"CNK","Cinemark Holdings Inc","33.62","$3.92B","2007","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/cnk",
"CINR","Ciner Resources LP","24.69","$487.15M","2013","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/cinr",
"CTAS","Cintas Corporation","149.61","$15.9B","1983","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/ctas",
"CIR","CIRCOR International, Inc.","44.44","$733.28M","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/cir",
"CRUS","Cirrus Logic, Inc.","57.54","$3.67B","1989","Technology","Semiconductors","http://www.nasdaq.com/symbol/crus",
"CSCO","Cisco Systems, Inc.","34.5","$170.84B","1990","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/csco",
"CISN","Cision Ltd.","12.4","$1.52B","2017","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cisn",
"CISN.WS","Cision Ltd.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cisn.ws",
"CIT","CIT Group Inc (DEL)","45.44","$5.97B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cit",
"CTRN","Citi Trends, Inc.","20.92","$287.5M","2005","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/ctrn",
"BLW","Citigroup Inc.","16.09","$595.39M","2003","Finance","Major Banks","http://www.nasdaq.com/symbol/blw",
"C","Citigroup Inc.","72.34","$191.27B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/c",
"C.WS.A","Citigroup Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/c.ws.a",
"C^C","Citigroup Inc.","25.47","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/c^c",
"C^J","Citigroup Inc.","29.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/c^j",
"C^K","Citigroup Inc.","28.78","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/c^k",
"C^L","Citigroup Inc.","26.35","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/c^l",
"C^N","Citigroup Inc.","27.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/c^n",
"C^P","Citigroup Inc.","27.53","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/c^p",
"C^S","Citigroup Inc.","26.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/c^s",
"CTXR","Citius Pharmaceuticals, Inc.","5.1","$42.09M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ctxr",
"CTXRW","Citius Pharmaceuticals, Inc.","0.9955","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ctxrw",
"CZNC","Citizens & Northern Corp","23.21","$283.1M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cznc",
"CZWI","Citizens Community Bancorp, Inc.","14.0476","$82.45M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/czwi",
"CFG","Citizens Financial Group, Inc.","37.31","$18.64B","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/cfg",
"CZFC","Citizens First Corporation","23.6","$59.62M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/czfc",
"CIZN","Citizens Holding Company","23.547","$115.25M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cizn",
"CIA","Citizens, Inc.","7.28","$364.6M","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/cia",
"CTXS","Citrix Systems, Inc.","85.91","$13.02B","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ctxs",
"CHCO","City Holding Company","66.53","$1.04B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/chco",
"CIO","City Office REIT, Inc.","12.86","$389.17M","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cio",
"CIO^A","City Office REIT, Inc.","25.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cio^a",
"CVEO","Civeo Corporation","2.29","$302.87M","2014","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/cveo",
"CIVB","Civista Bancshares, Inc. ","21.07","$214.3M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/civb",
"CIVBP","Civista Bancshares, Inc. ","74.95","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/civbp",
"CIVI","Civitas Solutions, Inc.","18.55","$693.08M","2014","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/civi",
"CKX","CKX Lands, Inc.","10.545","$20.48M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ckx",
"CLAR","Clarus Corporation","7.25","$217.59M","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/clar",
"CDTI","Clean Diesel Technologies, Inc.","1.46","$22.96M","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/cdti",
"CLNE","Clean Energy Fuels Corp.","2.1","$317.28M","2007","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/clne",
"CLH","Clean Harbors, Inc.","53.98","$3.09B","n/a","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/clh",
"CLNT","Cleantech Solutions International, Inc.","3.72","$7.3M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clnt",
"CCO","Clear Channel Outdoor Holdings, Inc.","3.85","$1.4B","2005","Consumer Services","Advertising","http://www.nasdaq.com/symbol/cco",
"CACG","ClearBridge All Cap Growth ETF","26.925","$40.38M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cacg",
"CBA           ","ClearBridge American Energy MLP Fund Inc.","7.94","$465.23M","2013","n/a","n/a","http://www.nasdaq.com/symbol/cba",
"YLDE","ClearBridge Dividend Strategy ESG ETF","26.7329","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ylde",
"CEM","ClearBridge Energy MLP Fund Inc.","13.41","$942.04M","2010","n/a","n/a","http://www.nasdaq.com/symbol/cem",
"EMO","ClearBridge Energy MLP Opportunity Fund Inc.","11.04","$344.4M","2011","n/a","n/a","http://www.nasdaq.com/symbol/emo",
"CTR","ClearBridge Energy MLP Total Return Fund Inc.","11.66","$447.75M","2012","n/a","n/a","http://www.nasdaq.com/symbol/ctr",
"LRGE","ClearBridge Large Cap Growth ESG ETF","27.8973","$2.79M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lrge",
"CLFD","Clearfield, Inc.","14.25","$198.57M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/clfd",
"CLRO","ClearOne, Inc.","6.85","$58.57M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/clro",
"CLSD","Clearside Biomedical, Inc.","7.38","$186.98M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clsd",
"CLIR","ClearSign Combustion Corporation","3.45","$53.83M","2012","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clir",
"CLIRW","ClearSign Combustion Corporation","1.2024","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clirw",
"CLW","Clearwater Paper Corporation","43.5","$714.85M","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/clw",
"CMTA","Clementia Pharmaceuticals Inc.","16.45","$502.16M","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cmta",
"CBLI","Cleveland BioLabs, Inc.","2.7601","$31.13M","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/cbli",
"CLF","Cleveland-Cliffs Inc.","6.29","$1.87B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/clf",
"CSBK","Clifton Bancorp Inc.","16.89","$376.63M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/csbk",
"CLPR","Clipper Realty Inc.","10.79","$192.2M","2017","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/clpr",
"CLX","Clorox Company (The)","131.05","$16.89B","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/clx",
"CLD","Cloud Peak Energy Inc","4.1","$308.08M","2009","Energy","Coal Mining","http://www.nasdaq.com/symbol/cld",
"CLDR","Cloudera, Inc.","15.53","$2.04B","2017","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cldr",
"GLV","Clough Global Dividend and Income Fund","14.39","$149.37M","2004","n/a","n/a","http://www.nasdaq.com/symbol/glv",
"GLQ","Clough Global Equity Fund","13.96","$246.27M","2005","n/a","n/a","http://www.nasdaq.com/symbol/glq",
"GLO","Clough Global Opportunities Fund","11.6","$598.09M","2006","n/a","n/a","http://www.nasdaq.com/symbol/glo",
"CLVS","Clovis Oncology, Inc.","68.77","$3.36B","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clvs",
"CMFN","CM Finance Inc","8.75","$119.79M","2014","n/a","n/a","http://www.nasdaq.com/symbol/cmfn",
"CMSS","CM Seven Star Acquisition Corporation","9.65","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/cmss",
"CMSSR","CM Seven Star Acquisition Corporation","0.32","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/cmssr",
"CMSSU","CM Seven Star Acquisition Corporation","10.07","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/cmssu",
"CMSSW","CM Seven Star Acquisition Corporation","0.28","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/cmssw",
"CME","CME Group Inc.","137.6","$46.77B","2002","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cme",
"CMS","CMS Energy Corporation","49.13","$13.84B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/cms",
"CMS^B","CMS Energy Corporation","104.3","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/cms^b",
"CNA","CNA Financial Corporation","54.09","$14.67B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/cna",
"CCNE","CNB Financial Corporation","27.36","$418.2M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ccne",
"CNHI","CNH Industrial N.V.","13.02","$17.76B","2013","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/cnhi",
"CNO","CNO Financial Group, Inc.","23.8","$3.99B","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/cno",
"CEO","CNOOC Limited","141.5","$1.43B","2001","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ceo",
"CNXC","CNX Coal Resources LP","13.55","$370.12M","2015","Energy","Coal Mining","http://www.nasdaq.com/symbol/cnxc",
"CWAY","Coastway Bancorp, Inc.","20","$87.85M","2014","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cway",
"CIE","Cobalt International Energy, Inc.","0.5601","$16.74M","2009","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cie",
"COBZ","CoBiz Financial Inc.","19.9","$840.44M","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/cobz",
"KOF","Coca Cola Femsa S.A.B. de C.V.","67.91","$14.27B","1993","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/kof",
"COKE","Coca-Cola Bottling Co. Consolidated","206.26","$1.93B","1972","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/coke",
"KO","Coca-Cola Company (The)","46.18","$196.76B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/ko",
"CCE","Coca-Cola European Partners plc","39.53","$19.14B","2016","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/cce",
"CODA","Coda Octopus Group, Inc.","5.5","$50.18M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/coda",
"CDXS","Codexis, Inc.","6.45","$311.69M","2010","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/cdxs",
"CODX","Co-Diagnostics, Inc.","5.53","$65.91M","2017","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/codx",
"CVLY","Codorus Valley Bancorp, Inc","30.27","$282.11M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cvly",
"CDE","Coeur Mining, Inc.","7.57","$1.41B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/cde",
"JVA","Coffee Holding Co., Inc.","4.36","$25.55M","2005","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/jva",
"CCOI","Cogent Communications Holdings, Inc.","46.25","$2.13B","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/ccoi",
"CGNT","Cogentix Medical, Inc.","2.62","$159.6M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cgnt",
"COGT","Cogint, Inc.","4.5","$248.62M","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/cogt",
"CGNX","Cognex Corporation","135.39","$11.72B","1989","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cgnx",
"CTSH","Cognizant Technology Solutions Corporation","74.38","$43.93B","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/ctsh",
"COHN","Cohen & Company Inc.","9.11","$11.47M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cohn",
"FOF","Cohen & Steers Closed-End Opportunity Fund, Inc.","13.22","$359.7M","2006","n/a","n/a","http://www.nasdaq.com/symbol/fof",
"INB","Cohen & Steers Global Income Builder, Inc.","9.9","$229.11M","2007","n/a","n/a","http://www.nasdaq.com/symbol/inb",
"CNS","Cohen & Steers Inc","42.92","$1.99B","2004","Finance","Investment Managers","http://www.nasdaq.com/symbol/cns",
"UTF","Cohen & Steers Infrastructure Fund, Inc","23.49","$2B","2004","n/a","n/a","http://www.nasdaq.com/symbol/utf",
"LDP","Cohen & Steers Limited Duration Preferred and Income Fund, Inc","26.61","$767.18M","2012","n/a","n/a","http://www.nasdaq.com/symbol/ldp",
"MIE","Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.","10","$267.93M","2013","n/a","n/a","http://www.nasdaq.com/symbol/mie",
"RQI","Cohen & Steers Quality Income Realty Fund Inc","12.85","$1.4B","2002","n/a","n/a","http://www.nasdaq.com/symbol/rqi",
"RNP","Cohen & Steers Reit and Preferred Income Fund Inc","21.23","$1.01B","2003","n/a","n/a","http://www.nasdaq.com/symbol/rnp",
"PSF","Cohen & Steers Select Preferred and Income Fund, Inc.","28.23","$338.61M","2010","n/a","n/a","http://www.nasdaq.com/symbol/psf",
"RFI","Cohen & Steers Total Return Realty Fund, Inc.","12.77","$333.75M","1993","n/a","n/a","http://www.nasdaq.com/symbol/rfi",
"COHR","Coherent, Inc.","297.24","$7.32B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/cohr",
"CHRS","Coherus BioSciences, Inc.","11.05","$639.96M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/chrs",
"COHU","Cohu, Inc.","25.11","$702.07M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/cohu",
"CFX","Colfax Corporation","36.74","$4.52B","2008","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/cfx",
"CL","Colgate-Palmolive Company","73.27","$64.34B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/cl",
"CLCT","Collectors Universe, Inc.","26.76","$238.73M","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/clct",
"COLL","Collegium Pharmaceutical, Inc.","10.03","$296.56M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/coll",
"CIGI","Colliers International Group Inc. ","59.3","$2.23B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/cigi",
"CXE","Colonial High Income Municipal Trust","5.33","$167.91M","1989","n/a","n/a","http://www.nasdaq.com/symbol/cxe",
"CIF","Colonial Intermediate High Income Fund","2.85","$55.95M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cif",
"CXH","Colonial Investment Grade Municipal Trust","9.77","$96.22M","1989","n/a","n/a","http://www.nasdaq.com/symbol/cxh",
"CMU","Colonial Municipal Income Trust","4.75","$134.5M","1987","n/a","n/a","http://www.nasdaq.com/symbol/cmu",
